Stem,Year,DBH,Comment
21507,1996,3.8,
21507,1999, NA,dead
21508,1993,6.4,
21508,1996,6.4,
21508,1999,6.4,
21508,2002,6.4,
21508,2005,6.4,
21508,2014, NA,dead
21509,1993,13.2,
21509,1996,13.9,
21509,1999,14.6,
21509,2002,15.1,
21509,2005,15.4,
21509,2014,16.1,
21510,1993,3.9,
21510,1996,3.9,
21510,1999, NA,dead
WF218,2014,3.7,
WF227,2014,3.1,
22511,1993,7.1,
22511,1996,7.5,
22511,1999,7.8,
22511,2002,8.0,
22511,2005,8.2,
22511,2014,8.8,
22512,1993,5.5,
22512,1996,5.8,
22512,1999,6.1,
22512,2002,6.4,
22512,2005,7.2,
22512,2014,8.2,
22513,1993,5.2,
22513,1996,5.3,
22513,1999,5.4,
22513,2002,5.5,
22513,2005,5.6,
22513,2014,5.9,
22514,1993,5.1,
22514,1996,5.1,
22514,1999,5.1,
22514,2002,5.2,
22514,2005,5.3,
22514,2014,5.3,
22515,1993,11.4,
22515,1996,12.0,
22515,1999,12.5,
22515,2002,13.2,
22515,2005,13.8,
22515,2014,15.8,
22516,1993,9.3,
22516,1996,10.2,
22516,1999,11.8,
22516,2002,13.2,
22516,2005,14.9,
22516,2014,18.1,
22517,1993,4.3,
22517,1996,4.4,
22517,1999,4.5,
22517,2002,4.6,
22517,2005,4.8,
22517,2014,4.9,
22518,1993,3.5,
22518,1996,3.7,
22518,1999,4.6,
22518,2002,5.2,
22518,2005,5.4,
22518,2014,5.8,
22519,1993,20.2,
22519,1996,20.4,
22519,1999,20.6,
22519,2002,20.6,
22519,2005,20.7,
22519,2014, NA,dead
22520,1993,9.2,
22520,1996,9.2,
22520,1999,9.3,
22520,2002,9.4,
22520,2005,9.4,
22520,2014, NA,dead
22521,1993,14.2,
22521,1996,14.8,
22521,1999,15.6,
22521,2002,16.1,
22521,2005,16.7,
22521,2014,17.9,
22522,1993,7.3,
22522,1996,7.5,
22522,1999,7.7,
22522,2002,8.0,
22522,2005,8.0,
22522,2014,8.0,
22523,1993,4.6,
22523,1996,4.9,
22523,1999,5.3,
22523,2002,5.7,
22523,2005,6.2,
22523,2014,7.5,
22524,1993,4.2,
22524,1996,4.5,
22524,1999,4.7,
22524,2002,5.0,
22524,2005,5.4,
22524,2014,6.3,
22525,1993,5.6,
22525,1996,5.7,
22525,1999,5.7,
22525,2002, NA,dead
WF239,2014,3.0,
WG681,2014,4.2,
23131,1999,3.0,
23131,2002,3.2,
23131,2005,3.3,
23131,2014,3.6,
23132,1999,3.2,
23132,2002,3.4,
23132,2005,3.8,
23132,2014,4.2,
23133,1999,3.0,
23133,2002,3.3,
23133,2005,3.6,
23133,2014,3.9,
23134,1999,3.2,
23134,2002,3.3,
23134,2005,3.7,
23134,2014,4.1,
23275,2005,3.1,
23275,2014,3.6,
23278,2005,3.1,
23278,2014,3.9,
23279,2005,3.5,
23279,2014,4.5,
23526,1993,18.6,
23526,1996,19.4,
23526,1999,20.7,
23526,2002,21.6,
23526,2005,22.5,
23526,2014,24.5,
23529,1993,3.6,
23529,1996,3.6,
23529,1999,3.8,
23529,2002,3.6,
23529,2005,3.7,
23529,2014,3.6,
23530,1993,4.7,
23530,1996, NA,dead
23531,1993,10.7,
23531,1996,10.8,
23531,1999,11.2,
23531,2002,11.3,
23531,2005,11.7,
23531,2014,12.7,
23532,1993,3.3,
23532,1996,3.5,
23532,1999,4.0,
23532,2002,4.3,
23532,2005,4.6,
23532,2014,5.8,
23533,1993,3.2,
23533,1996,3.3,
23533,1999,3.9,
23533,2002,4.4,
23533,2005,5.1,
23533,2014,6.9,
WF253,2014,3.5,
24221,2002,4.2,
24221,2005,5.1,
24221,2014,7.1,
24224,2002,3.2,
24224,2005,3.7,
24224,2014,4.4,
24225,2002,4.1,
24225,2005,5.0,
24225,2014,7.9,bark-stripped
24276,2002,3.5,
24276,2005,3.7,
24276,2014,4.7,
24277,2002,3.4,
24277,2005,3.6,
24277,2014,4.4,
24280,2005,3.5,
24280,2014,5.7,bark-stripped
24534,1993,12.1,
24534,1996,12.1,
24534,1999,12.0,
24534,2002, NA,dead
24535,1993,5.5,
24535,1996, NA,dead
24536,1993,32.7,
24536,1996,33.4,
24536,1999,33.4,
24536,2002,33.4,
24536,2005,33.8,
24536,2014,33.1,shrunk
24537,1993,11.8,
24537,1996,12.2,
24537,1999,12.6,
24537,2002,13.0,
24537,2005,13.3,
24537,2014,13.8,
24538,1993,3.6,
24538,1996,3.6,
24538,1999,3.7,
24538,2002,3.8,
24538,2005,3.8,
24538,2014,4.1,
24539,1993,4.7,
24539,1996,5.3,
24539,1999,5.4,
24539,2002,5.6,
24539,2005,6.0,
24539,2014,7.0,
24540,1993,4.8,
24540,1996,5.1,
24540,1999,5.4,
24540,2002, NA,cut
24541,1993,3.8,
24541,1996,3.9,
24541,1999,4.0,
24541,2002, NA,dead
24542,1993,3.6,
24542,1996,3.7,
24542,1999,3.5,fallen
24542,2002, NA,dead
24543,1993,4.6,
24543,1996,4.8,
24543,1999,5.1,
24543,2002,5.4,
24543,2005,5.7,
24543,2014,6.8,
24544,1993,9.4,
24544,1996,9.4,
24544,1999,9.5,
24544,2002,9.4,
24544,2005,9.4,
24544,2014, NA,dead
24545,1993,3.2,
24545,1996,3.2,
24545,1999,3.2,
24545,2002,3.2,
24545,2005,3.2,
24545,2014, NA,dead
24546,1993,5.2,
24546,1996, NA,dead
24547,1993,3.7,
24547,1996,3.6,
24547,1999, NA,dead
WF254,2014,3.7,
WF255,2014,3.1,
WF256,2014,3.5,
25135,1999,3.3,
25135,2002,4.0,
25135,2005,4.9,
25135,2014,7.4,
25136,1999,3.1,
25136,2002,3.3,
25136,2005,4.3,
25136,2014,6.0,bark-stripped
25226,2002,3.3,
25226,2005,4.4,
25226,2014,6.0,
25227,2002,4.1,
25227,2005,4.6,
25227,2014,6.5,
25281,2005,3.8,
25281,2014,6.2,
25548,1993,7.7,
25548,1996,7.8,
25548,1999,8.1,
25548,2002,8.6,
25548,2005,9.0,
25548,2014,10.2,
25549,1993,6.2,
25549,1996,6.5,
25549,1999,6.8,
25549,2002,7.0,
25549,2005,7.2,
25549,2014,7.6,
25550,1993,34.0,
25550,1996,34.7,
25550,1999,35.3,
25550,2002,35.6,
25550,2005,36.0,
25550,2014,36.5,
25551,1993,3.6,
25551,1996,4.1,
25551,1999,4.6,
25551,2002,5.3,
25551,2005,5.8,
25551,2014,6.9,bark-stripped
25552,1993,6.1,
25552,1996,6.2,
25552,1999,6.4,
25552,2002,6.5,
25552,2005,7.3,
25552,2014,8.9,
25553,1993,29.0,
25553,1996,29.9,
25553,1999,30.6,
25553,2002,31.1,
25553,2005,31.8,
25553,2014,33.4,
25554,1993,7.4,
25554,1996,7.4,
25554,1999,7.5,
25554,2002,8.9,
25554,2005,10.7,
25554,2014,13.4,
25555,1993,3.5,
25555,1996,3.5,
25555,1999, NA,dead
25881,1993,5.6,
25881,1996, NA,dead
WG682,2014,3.6,
26229,2002,3.2,
26229,2005,3.5,
26229,2014,4.7,
26230,2002,3.8,
26230,2005,4.7,
26230,2014,6.8,
26556,1993,6.7,
26556,1996,7.2,
26556,1999,7.5,
26556,2002,7.8,
26556,2005, NA,dead
26557,1993,7.3,
26557,1996,7.4,
26557,1999,7.5,
26557,2002, NA,dead
26558,1993,8.0,
26558,1996,8.6,
26558,1999,9.5,
26558,2002,10.1,
26558,2005,10.9,
26558,2014,13.6,
26559,1993,6.2,
26559,1996,6.1,
26559,1999, NA,dead
26560,1993,3.6,
26560,1996,4.1,
26560,1999,4.9,
26560,2002,6.0,
26560,2005,7.4,
26560,2014,10.8,bark-stripped
26561,1993,4.6,
26561,1996,4.7,
26561,1999,4.9,
26561,2002,5.2,
26561,2005,5.2,
26561,2014,5.1,shrunk
26562,1993,4.1,
26562,1996,4.1,
26562,1999,4.3,
26562,2002,4.0,
26562,2005, NA,dead
26563,1993,3.4,
26563,1996,3.5,
26563,1999,3.6,
26563,2002,3.6,
26563,2005,3.6,
26563,2014, NA,dead
26564,1993,4.2,
26564,1996,4.7,
26564,1999,5.3,
26564,2002,5.8,
26564,2005,6.3,
26564,2014,7.7,
26566,1993,3.5,
26566,1996,3.7,
26566,1999,4.0,
26566,2002,4.3,
26566,2005,4.6,
26566,2014,4.7,
26567,1993,3.1,
26567,1996,3.5,
26567,1999,3.9,
26567,2002,4.4,
26567,2005,4.8,
26567,2014,6.2,
26568,1993,3.3,
26568,1996,3.5,
26568,1999,3.6,
26568,2002, NA,dead
26569,1993,3.9,
26569,1996,4.1,
26569,1999,4.4,
26569,2002,4.7,
26569,2005,5.0,
26569,2014,6.4,
26880,1993,4.1,
26880,1996, NA,dead
WF280,2014,3.3,
WF281,2014,3.7,bark-stripped
WG683,2014,4.2,
27232,2002,4.7,
27232,2005,4.7,
27232,2014, NA,dead
27570,1993,6.8,
27570,1996, NA,dead
27572,1993,4.2,
27572,1996,4.4,
27572,1999,4.5,
27572,2002,4.7,
27572,2005,4.9,
27572,2014, NA,dead
27573,1993,17.7,
27573,1996,17.8,
27573,1999,18.1,
27573,2002,18.6,
27573,2005,22.3,
27573,2014,24.7,
27574,1993,11.2,
27574,1996,11.7,
27574,1999,12.2,
27574,2002,12.7,
27574,2005,12.9,
27574,2014,13.6,
27575,1993,7.7,
27575,1996,7.6,
27575,1999, NA,dead
27576,1993,7.6,
27576,1996,7.7,
27576,1999,7.7,
27576,2002,7.7,
27576,2005,7.7,
27576,2014, NA,dead
27577,1993,8.7,
27577,1996,8.8,
27577,1999,8.8,
27577,2002,8.8,
27577,2005, NA,dead
27578,1993,8.2,
27578,1996,8.6,
27578,1999,9.1,
27578,2002,9.7,
27578,2005,10.3,weaken
27578,2014,12.2,
27580,1993,3.3,
27580,1996,3.5,
27580,1999, NA,dead
WF283,2014,5.1,bark-stripped
WF289,2014,4.4,
WF290,2014,4.0,
WF291,2014,4.7,bark-stripped
WF296,2014,3.2,
28137,1999,3.3,
28137,2002,3.8,
28137,2005,4.3,
28137,2014,7.1,bark-stripped
28233,2002,3.3,
28233,2005,3.9,
28233,2014,5.8,
28234,2002,3.0,
28234,2005,3.6,
28234,2014,5.1,
28235,2002,3.0,
28235,2005,3.5,
28235,2014,5.8,bark-stripped
28282,2005,3.1,
28282,2014,4.6,bark-stripped
28283,2005,3.0,
28283,2014,4.0,
28405,1996,3.0,
28405,1999,3.3,
28405,2002,3.6,
28405,2005,3.8,
28405,2014,4.8,
28581,1993,7.9,
28581,1996,8.1,
28581,1999,8.4,
28581,2002,8.4,
28581,2005,8.5,
28581,2014,9.4,
28582,1993,8.2,
28582,1996,8.2,
28582,1999,8.4,
28582,2002,8.4,
28582,2005,8.4,
28582,2014,11.0,
28583,2005,4.6,
28583,2014,6.2,
28585,1993,23.8,
28585,1996,24.4,
28585,1999,24.8,
28585,2002,25.1,
28585,2005,25.2,
28585,2014, NA,dead
28586,1993,7.1,
28586,1996,7.3,
28586,1999,7.5,
28586,2002,7.9,
28586,2005,8.1,
28586,2014, NA,dead
28587,1993,4.0,
28587,1996,4.0,
28587,1999,4.5,
28587,2002,4.6,
28587,2005,4.6,
28587,2014,7.5,
WF300,2014,3.2,
29138,1999,3.1,
29138,2002,3.2,
29138,2005,3.2,
29138,2014, NA,dead
29236,2002,3.0,
29236,2005,3.5,
29236,2014, NA,dead
29588,1993,12.2,
29588,1996,12.5,
29588,1999,12.8,
29588,2002,12.9,
29588,2005,13.0,
29588,2014, NA,dead
29589,1993,3.8,
29589,1996,3.8,
29589,1999,3.8,
29589,2002,3.8,
29589,2005, NA,dead
29590,1993,5.4,
29590,1996,5.6,
29590,1999,5.7,
29590,2002,5.7,
29590,2005,5.7,
29590,2014, NA,dead
29591,1993,6.9,
29591,1996, NA,dead
29592,1993,8.7,
29592,1996,9.4,
29592,1999,8.8,
29592,2002,8.8,
29592,2005, NA,dead
29593,1993,31.8,
29593,1996,31.8,
29593,1999,31.8,
29593,2002,32.0,
29593,2005,32.0,
29593,2014, NA,dead
29594,1993,4.3,
29594,1996,4.4,
29594,1999,4.5,
29594,2002,4.7,
29594,2005,4.8,
29594,2014, NA,dead
29595,1993,4.4,
29595,1996,5.0,
29595,1999,5.8,
29595,2002,6.5,
29595,2005,7.0,
29595,2014,10.1,
WF303,2014,3.2,
WF304,2014,3.7,
WF305,2014,3.9,
30140,1999,3.7,
30140,2002,4.1,
30140,2005,4.5,
30140,2014,6.3,
30141,1999,3.3,
30141,2002,3.4,
30141,2005,3.7,
30141,2014,5.5,
30619,1993,26.9,
30619,1996,28.5,
30619,1999,30.4,
30619,2002,31.5,
30619,2005,33.3,
30619,2014, NA,cut
30620,1993,13.7,
30620,1996,14.3,
30620,1999,15.3,
30620,2002,15.7,
30620,2005,16.8,
30620,2014, NA,cut
WF310,2014,3.1,
WF313,2014,3.1,
WF314,2014,3.3,
WF315,2014,3.4,
WF316,2014,3.4,
31621,1993,13.5,
31621,1996,13.8,
31621,1999,14.3,
31621,2002,14.6,
31621,2005,14.8,
31621,2014,15.2,
31622,1993,7.7,
31622,1996,7.7,
31622,1999,7.8,
31622,2002,7.8,
31622,2005,7.8,
31622,2014, NA,dead
31623,1993,5.4,
31623,1996,5.4,
31623,1999,5.7,
31623,2002,5.9,
31623,2005,6.1,
31623,2014,7.8,bark-stripped
31624,1993,3.9,
31624,1996,4.0,
31624,1999,4.3,
31624,2002,4.2,
31624,2005,4.6,
31624,2014,5.7,
31625,1993,5.0,
31625,1996,5.0,
31625,1999,5.2,
31625,2002,5.3,
31625,2005,5.3,
31625,2014,6.6,
31626,1993,24.2,
31626,1996,26.5,
31626,1999,29.2,
31626,2002,31.1,
31626,2005,34.5,
31626,2014,43.5,
31627,1993,20.5,
31627,1996,21.3,
31627,1999,21.4,
31627,2002,21.6,
31627,2005,21.9,
31627,2014,22.7,
31628,1993,3.2,
31628,1996, NA,dead
WF318,2014,4.1,
WF322,2014,3.3,bark-stripped
32237,2002,3.0,
32237,2005,3.5,
32237,2014,5.0,
32284,2005,3.2,
32284,2014,4.2,bark-stripped
32285,2005,3.0,
32285,2014,3.7,bark-stripped
32629,1993,4.9,
32629,1996,5.1,
32629,1999,6.1,
32629,2002,6.5,
32629,2005,7.1,
32629,2014,8.7,bark-stripped
32630,1993,12.7,
32630,1996,12.7,
32630,1999,12.9,
32630,2002,12.9,
32630,2005,12.3,weaken
32630,2014, NA,dead
32631,1993,8.6,
32631,1996,8.6,
32631,1999,8.6,
32631,2002,8.7,
32631,2005,8.7,
32631,2014, NA,dead
32632,1993,18.2,
32632,1996,18.7,
32632,1999,19.4,
32632,2002,19.8,
32632,2005,20.2,
32632,2014,21.3,
32633,1993,4.6,
32633,1996,4.6,
32633,1999,4.6,
32633,2002, NA,dead
32634,1993,13.7,
32634,1996,14.5,
32634,1999,15.0,
32634,2002,15.2,
32634,2005,15.2,
32634,2014, NA,dead
32635,1993,12.0,
32635,1996,12.9,
32635,1999,14.6,
32635,2002,15.9,
32635,2005,17.2,
32635,2014,20.9,
32636,1993,14.1,
32636,1996,15.4,
32636,1999,17.2,
32636,2002,18.5,
32636,2005,20.3,
32636,2014,24.6,
32637,1993,3.7,
32637,1996,3.7,
32637,1999,3.7,
32637,2002,3.7,
32637,2005, NA,dead
32638,1993,10.3,
32638,1996,10.3,
32638,1999,10.4,
32638,2002,10.4,
32638,2005, NA,dead
32640,1993,4.8,
32640,1996,4.8,
32640,1999,4.8,
32640,2002,4.8,
32640,2005,4.8,
32640,2014, NA,dead
32641,1993,14.8,
32641,1996,15.0,
32641,1999,15.2,
32641,2002,15.7,
32641,2005,16.1,
32641,2014,17.9,
WF328,2014,3.3,
WF332,2014,3.4,
WF340,2014,3.1,
WF341,2014,3.5,
WG686,2014,4.1,
33286,2005,4.6,
33286,2014,6.4,
33642,1993,3.2,
33642,1996,3.6,
33642,1999,3.9,
33642,2002,4.1,
33642,2005,4.3,
33642,2014,4.7,
33643,1993,10.8,
33643,1996,11.5,
33643,1999,12.6,
33643,2002,13.3,
33643,2005,13.9,
33643,2014,16.9,
33644,1993,4.3,
33644,1996,4.8,
33644,1999,5.3,
33644,2002,5.6,
33644,2005,6.0,
33644,2014,6.5,
33645,1993,6.1,
33645,1996,6.1,
33645,1999, NA,dead
33646,1993,16.5,
33646,1996,17.2,
33646,1999,17.8,
33646,2002,18.4,
33646,2005,19.1,
33646,2014,20.3,
33647,1993,4.4,
33647,1996,4.6,
33647,1999,4.8,
33647,2002,5.3,
33647,2005,5.6,
33647,2014,6.2,
33648,1993,6.1,
33648,1996,6.1,
33648,1999,6.2,
33648,2002,6.2,
33648,2005, NA,dead
33649,1993,10.0,
33649,1996,10.3,
33649,1999,10.8,
33649,2002,10.8,
33649,2005,10.9,
33649,2014,11.5,
33650,1993,13.0,
33650,1996,13.4,
33650,1999,13.7,
33650,2002,13.9,
33650,2005,14.2,
33650,2014,14.7,
33651,1993,9.1,
33651,1996, NA,dead
33652,1993,4.5,
33652,1996,4.8,
33652,1999,5.4,
33652,2002,5.6,
33652,2005,5.8,
33652,2014,5.5,shrunk
33653,1993,4.7,
33653,1996,5.2,
33653,1999,6.1,
33653,2002,6.4,
33653,2005,7.1,
33653,2014,8.6,
WF342,2014,3.1,
WF343,2014,3.3,
WF344,2014,4.0,
WF348,2014,3.1,
WF347,2014,4.5,
WF346,2014,4.0,
WF349,2014,5.6,bark-stripped
WF353,2014,7.0,
34287,2005,3.0,
34287,2014,6.2,bark-stripped
34654,1993,8.8,
34654,1996,8.8,
34654,1999,8.9,
34654,2002,9.1,
34654,2005,9.2,
34654,2014, NA,dead
34655,1993,6.1,
34655,1996,6.1,
34655,1999,6.1,
34655,2002, NA,dead
34656,1993,19.0,
34656,1996,18.8,
34656,1999,19.9,
34656,2002,22.8,
34656,2005,24.7,
34656,2014,27.7,
34657,1993,13.0,
34657,1996,13.4,
34657,1999,13.7,
34657,2002,13.7,
34657,2005,13.8,
34657,2014,14.3,
34658,1993,3.3,
34658,1996,3.4,
34658,1999,3.4,
34658,2002,3.5,
34658,2005,3.7,
34658,2014,3.9,
34659,1993,5.7,
34659,1996,5.6,
34659,1999, NA,dead
34660,1993,3.7,
34660,1996, NA,dead
WF354,2014,4.2,
WF357,2014,3.6,
WF358,2014,3.0,
WF359,2014,3.1,
WF360,2014,3.7,
WF361,2014,4.0,bark-stripped
WF363,2014,4.6,bark-stripped
WF364,2014,3.0,bark-stripped
WF369,2014,3.5,bark-stripped
35661,1993,13.4,
35661,1996,13.5,
35661,1999,13.5,
35661,2002,13.6,
35661,2005,13.6,
35661,2014, NA,dead
35662,1993,16.0,
35662,1996,16.5,
35662,1999,16.6,
35662,2002,16.8,
35662,2005,17.1,
35662,2014,17.9,
35663,1993,5.6,
35663,1996,5.5,
35663,1999, NA,dead
35664,1993,3.9,
35664,1996,4.1,
35664,1999,4.4,
35664,2002,4.5,
35664,2005,4.6,
35664,2014, NA,dead
35665,1993,3.9,
35665,1996,4.0,
35665,1999,4.2,
35665,2002,4.4,
35665,2005,5.1,
35665,2014,8.6,
35666,1993,3.6,
35666,1996,3.8,
35666,1999,4.0,
35666,2002,4.2,
35666,2005, NA,dead
35667,1993,7.4,
35667,1996,7.4,
35667,1999,7.5,
35667,2002,7.6,
35667,2005,7.7,
35667,2014,9.7,
35668,1993,19.0,
35668,1996,20.1,
35668,1999,22.4,
35668,2002,24.2,
35668,2005,26.3,
35668,2014,31.2,bored
35669,1993,6.1,
35669,1996, NA,dead
35670,1993,3.5,
35670,1996,3.4,
35670,1999,3.7,
35670,2002,3.8,
35670,2005,3.8,
35670,2014, NA,dead
35671,1993,3.6,
35671,1996,3.3,
35671,1999,3.8,
35671,2002,3.8,
35671,2005,3.8,
35671,2014,3.9,
35672,1993,10.5,
35672,1996, NA,dead
35673,1993,4.2,
35673,1996,4.5,
35673,1999,4.8,
35673,2002,5.0,
35673,2005,5.4,
35673,2014,6.6,
WF378,2014,3.2,bark-stripped
WF381,2014,3.8,bark-stripped
WF382,2014,3.4,bark-stripped
36238,2002,3.2,
36238,2005,3.5,
36238,2014,5.4,bark-stripped
36239,2002,3.1,
36239,2005,3.3,
36239,2014,4.0,bark-stripped
36288,2005,3.2,
36288,2014,4.0,
36289,2005,3.5,
36289,2014,3.9,fallen
36674,1993,3.5,
36674,1996,3.7,
36674,1999,4.3,
36674,2002,4.4,
36674,2005,4.7,
36674,2014,5.9,bark-stripped
36675,1993,8.0,
36675,1996,8.0,
36675,1999,8.0,
36675,2002,8.0,
36675,2005, NA,dead
36676,1993,19.0,
36676,1996,19.5,
36676,1999,23.0,
36676,2002,24.2,
36676,2005,26.7,
36676,2014,35.1,frass
36677,1993,9.1,
36677,1996,9.2,
36677,1999,9.2,
36677,2002,9.2,
36677,2005,9.3,
36677,2014,9.3,
36678,1993,4.2,
36678,1996,4.8,
36678,1999,5.5,
36678,2002,6.0,
36678,2005,6.5,
36678,2014,7.5,
36679,1993,3.2,
36679,1996,3.5,
36679,1999,4.2,
36679,2002,4.7,
36679,2005,5.2,
36679,2014,6.7,
36681,1993,3.9,
36681,1996,4.1,
36681,1999,4.2,
36681,2002, NA,dead
36682,1993,11.4,
36682,1996,11.5,
36682,1999,11.5,
36682,2002,11.6,
36682,2005,11.6,
36682,2014, NA,dead
36683,1996,3.3,
36683,1999,4.0,
36683,2002,4.5,
36683,2005,5.0,
36683,2014,6.5,
WF383,2014,3.4,bark-stripped
WF384,2014,3.8,
WF385,2014,3.0,
WF386,2014,3.0,
WF390,2014,6.5,
WF393,2014,4.3,bark-stripped
37240,2002,3.2,
37240,2005,3.7,
37240,2014,6.5,bark-stripped
37243,2002,4.2,
37243,2005,4.7,
37243,2014,6.7,
37291,2005,3.0,
37291,2014,5.0,
37612,1993,3.9,
37612,1996, NA,dead
37613,1993,6.3,
37613,1996, NA,dead
37614,1993,3.7,
37614,1996,3.6,
37614,1999,4.0,
37614,2002,4.1,
37614,2005,4.2,
37614,2014,4.5,
37615,1993,8.9,
37615,1996,9.1,
37615,1999,10.1,
37615,2002,10.8,
37615,2005,11.4,
37615,2014,16.5,bark-stripped
37616,1993,3.6,
37616,1996, NA,dead
37617,1993,5.2,
37617,1996,5.3,
37617,1999,5.3,
37617,2002,5.7,
37617,2005, NA,dead
37618,1993,7.7,
37618,1996,7.5,
37618,1999, NA,dead
WF398,2014,3.1,
WF401,2014,3.7,bark-stripped
WF404,2014,4.1,
38290,2005,3.3,
38290,2014,4.4,
38292,2005,3.0,
38292,2014,3.8,wounded
38604,1993,6.8,
38604,1996,7.1,
38604,1999,7.4,
38604,2002,7.5,
38604,2005,7.6,
38604,2014,9.0,
38605,1993,7.1,
38605,1996,7.2,
38605,1999,7.4,
38605,2002,7.6,
38605,2005,8.0,
38605,2014,10.1,
38606,1993,10.2,
38606,1996,10.3,
38606,1999,10.5,
38606,2002,10.5,
38606,2005,10.6,
38606,2014,11.6,
38607,1993,21.4,
38607,1996,22.3,
38607,1999,23.1,
38607,2002,23.8,
38607,2005,24.8,
38607,2014,27.7,bark-stripped
38608,1993,3.9,
38608,1996,3.9,
38608,1999,4.2,
38608,2002,4.6,
38608,2005,5.0,
38608,2014,6.4,
38609,1993,10.6,
38609,1996,10.4,
38609,1999, NA,dead
38610,1996,3.4,
38610,1999,4.1,
38610,2002,4.7,
38610,2005,5.3,
38610,2014,6.7,
38611,1993,6.2,
38611,1996,6.7,
38611,1999,7.7,
38611,2002,8.3,
38611,2005,8.9,
38611,2014,11.9,bark-stripped
WF409,2014,5.7,bark-stripped
39241,2002,3.2,
39241,2005,3.5,
39241,2014,6.3,bark-stripped
39242,2002,4.1,
39242,2005,5.0,
39242,2014,7.9,
39596,1993,55.0,
39596,1996,56.7,
39596,1999,59.1,
39596,2002,60.0,
39596,2005,62.8,
39596,2014, NA,cut
39597,1993,5.2,
39597,1996,5.1,
39597,1999, NA,dead
39598,1993,8.6,
39598,1996,8.6,
39598,1999,8.8,
39598,2002,8.9,
39598,2005,9.2,
39598,2014,11.8,
39599,1993,3.4,
39599,1996, NA,dead
39600,1993,8.4,
39600,1996,8.5,
39600,1999,8.7,
39600,2002,8.8,
39600,2005,8.9,
39600,2014,9.6,
39601,1993,4.5,
39601,1996, NA,dead
39602,1993,4.4,
39602,1996,4.9,
39602,1999,5.9,
39602,2002,6.1,
39602,2005,6.5,
39602,2014,12.9,
39603,1993,5.0,
39603,1996,5.2,
39603,1999,5.4,
39603,2002,5.4,
39603,2005,5.4,
39603,2014, NA,cut
WF418,2014,3.6,
40684,1993,8.0,
40684,1996,8.2,
40684,1999, NA,dead
40685,1993,9.6,
40685,1996,9.9,
40685,1999,10.2,
40685,2002,10.2,
40685,2005,10.3,
40685,2014,10.5,
40686,1993,5.7,
40686,1996,5.7,
40686,1999,5.7,
40686,2002,5.7,
40686,2005,5.7,
40686,2014,5.8,
40687,1993,4.1,
40687,1996,4.1,
40687,1999,4.1,
40687,2002,4.1,
40687,2005,4.1,
40687,2014, NA,dead
40688,1993,6.7,
40688,1996,6.6,
40688,1999,6.7,
40688,2002,6.6,
40688,2005,6.6,
40688,2014,6.8,
40689,1993,10.4,
40689,1996,10.7,
40689,1999,11.0,
40689,2002,11.3,
40689,2005,11.4,
40689,2014,11.7,
WF421,2014,3.2,
WF422,2014,3.0,
41244,2002,3.2,
41244,2005,3.4,
41244,2014,5.2,
41690,1993,3.3,
41690,1996,3.4,
41690,1999,3.6,
41690,2002,3.8,
41690,2005,3.9,
41690,2014, NA,cut
41691,1993,23.2,
41691,1996,23.1,
41691,1999,24.0,
41691,2002,24.4,
41691,2005,24.7,
41691,2014,26.7,wounded
41692,1993,4.8,
41692,1996,4.9,
41692,1999, NA,dead
41693,1993,3.4,
41693,1996,3.6,
41693,1999,4.1,
41693,2002,4.0,
41693,2005,4.1,
41693,2014,5.3,
WF424,2014,4.1,
WF434,2014,3.0,
WF435,2014,3.0,bark-stripped
42245,2002,3.8,
42245,2005,3.9,
42245,2014,4.4,
42393,1996,3.5,
42393,1999,3.8,
42393,2002,3.7,
42393,2005,3.7,
42393,2014,3.7,
42694,1993,3.6,
42694,1996,3.8,
42694,1999,3.9,
42694,2002,3.9,
42694,2005,3.9,
42694,2014,4.6,bark-stripped
42695,1993,6.0,
42695,1996,6.6,
42695,1999,7.0,
42695,2002,7.0,
42695,2005, NA,dead
42696,1993,8.8,
42696,1996,9.1,
42696,1999,9.7,
42696,2002, NA,dead
42697,1993,7.1,
42697,1996,7.1,
42697,1999,7.9,
42697,2002, NA,dead
42698,1993,4.2,
42698,1996,4.2,
42698,1999,4.3,
42698,2002, NA,dead
42699,1993,31.2,
42699,1996,32.8,
42699,1999,34.1,
42699,2002,35.0,
42699,2005,36.1,
42699,2014,40.0,
42700,1993,4.8,
42700,1996,5.3,
42700,1999,5.6,
42700,2002,5.7,
42700,2005,5.8,
42700,2014,6.2,
42701,1993,6.3,
42701,1996,6.8,
42701,1999,7.5,
42701,2002,8.1,
42701,2005,8.6,
42701,2014,10.8,
42702,1993,6.7,
42702,1996,7.1,
42702,1999,7.5,
42702,2002,7.4,
42702,2005, NA,dead
42703,1993,17.8,
42703,1996,18.6,
42703,1999,19.5,
42703,2002,20.3,
42703,2005,21.5,
42703,2014,25.9,
42704,1993,13.5,
42704,1996,13.7,
42704,1999,14.4,
42704,2002,15.4,
42704,2005,17.0,
42704,2014,21.8,
42705,1993,3.6,
42705,1996,3.7,
42705,1999,3.6,
42705,2002,5.1,
42705,2005,4.7,
42705,2014,5.3,
42706,1993,4.0,
42706,1996,4.1,
42706,1999,4.5,
42706,2002,4.6,
42706,2005,4.7,
42706,2014,5.3,
43142,1999,3.1,
43142,2002,3.1,
43142,2005,3.1,
43142,2014,3.2,
43143,1999,4.1,
43143,2002,4.3,
43143,2005,4.7,
